Order ID,Order Date,Product Name,Category,Sub-Category,Sales Revenue,Quantity Sold,Profit,Customer Segment,Region,State/City
CA-2023-105939,2022-06-13,File Filing Cabinet 3-Drawer,Office Supplies,Storage,18513.98,8,2777.18,Consumer,Central,"Texas, Austin"
CA-2024-107494,2022-06-13,Colored Cardstock,Office Supplies,Paper,2771.37,1,815.06,Corporate,East,"New York, New York City"
CA-2024-107874,2022-06-13,Address Labels Roll,Office Supplies,Labels,2146.38,2,859.05,Corporate,South,"Tennessee, Nashville"
CA-2022-102886,2022-06-14,Heavy Duty Shredder,Technology,Machines,109967.53,2,5498.75,Home Office,West,"California, San Francisco"
CA-2025-107323,2022-06-14,Folding Chair 4-Pack,Furniture,Chairs,9143.28,1,1097.26,Corporate,South,"Florida, Miami"
CA-2023-104475,2022-06-15,Shipping Labels Laser,Office Supplies,Labels,1867.5,5,747.0,Home Office,East,"Pennsylvania, Philadelphia"
CA-2023-100877,2022-06-16,Catalog Envelopes 100-Count,Office Supplies,Envelopes,8200.4,4,3280.16,Home Office,West,"California, Los Angeles"
CA-2023-102666,2022-06-16,File Folder Labels,Office Supplies,Labels,3841.24,3,1536.33,Corporate,South,"Florida, Miami"
CA-2022-103873,2022-06-17,Canon ImageClass Copier,Technology,Copiers,989475.37,9,346316.67,Consumer,East,"Pennsylvania, Philadelphia"
CA-2022-103974,2022-06-17,Scanner & Document Digitizer,Technology,Machines,161796.05,3,-19035.22,Corporate,Central,"Texas, Austin"
CA-2025-104051,2022-06-17,Under-bed Storage Organizer,Office Supplies,Storage,5942.8,2,-4159.13,Consumer,South,"Georgia, Atlanta"
CA-2024-101125,2022-06-18,Noise Cancelling Headphones,Technology,Accessories,20593.13,4,3432.05,Consumer,South,"Tennessee, Nashville"
CA-2024-103223,2022-06-18,Fine Tip Fineliners,Office Supplies,Art,391.76,1,87.15,Consumer,West,"California, Los Angeles"
CA-2023-104363,2022-06-18,Sketching Colored Pencils,Office Supplies,Art,1144.57,2,343.62,Consumer,Central,"Texas, Houston"
CA-2023-106715,2022-06-18,LED Desk Lamp,Furniture,Furnishings,35854.34,4,7170.37,Consumer,East,"Massachusetts, Boston"
CA-2022-106946,2022-06-19,Samsung Galaxy S24,Technology,Phones,112391.13,6,16858.96,Consumer,Central,"Michigan, Detroit"
CA-2022-100354,2022-06-20,File Folder Labels,Office Supplies,Labels,307.93,2,90.47,Consumer,Central,"Illinois, Chicago"
CA-2024-106263,2022-06-20,3D Printer Pro,Technology,Machines,192681.18,2,-22668.13,Consumer,East,"Pennsylvania, Philadelphia"
CA-2025-106295,2022-06-20,Canon ImageClass Copier,Technology,Copiers,335261.9,3,78884.86,Consumer,South,"Tennessee, Nashville"
CA-2024-100503,2022-06-21,Catalog Envelopes 100-Count,Office Supplies,Envelopes,4254.58,3,1701.5,Home Office,West,"California, Los Angeles"
CA-2025-101423,2022-06-21,Noise Cancelling Headphones,Technology,Accessories,36505.89,4,9126.68,Consumer,West,"California, San Francisco"
CA-2025-104420,2022-06-21,Fine Tip Fineliners,Office Supplies,Art,1765.41,4,220.78,Consumer,West,"California, San Francisco"
CA-2023-107493,2022-06-21,Photo Paper Glossy,Office Supplies,Paper,2757.26,2,810.91,Home Office,South,"North Carolina, Charlotte"
CA-2023-100421,2022-06-22,Scanner & Document Digitizer,Technology,Machines,353007.3,5,17649.95,Consumer,South,"Georgia, Atlanta"
CA-2023-101691,2022-06-22,Heavy Duty D-Ring Binder,Office Supplies,Binders,4383.23,2,1972.08,Corporate,East,"Pennsylvania, Philadelphia"
CA-2024-104884,2022-06-22,Compact Office Refrigerator,Office Supplies,Appliances,140626.9,4,12500.63,Consumer,South,"North Carolina, Charlotte"
CA-2025-107780,2022-06-22,Colored Cardstock,Office Supplies,Paper,6716.36,5,2686.71,Corporate,South,"Tennessee, Nashville"
CA-2025-101458,2022-06-23,Ergonomic Office Chair,Furniture,Chairs,30196.23,1,671.47,Home Office,East,"Pennsylvania, Philadelphia"
CA-2022-103011,2022-06-23,Standing Desk Wood,Furniture,Tables,51053.3,1,-8509.16,Consumer,East,"New York, New York City"
CA-2024-103872,2022-06-23,Premium Copy Paper Letter,Office Supplies,Paper,8190.44,10,3276.01,Consumer,Central,"Illinois, Chicago"
CA-2022-104616,2022-06-23,Keurig Coffee Maker,Office Supplies,Appliances,10927.78,2,971.1,Consumer,West,"California, San Francisco"
CA-2025-107246,2022-06-23,Coffee Table Modern,Furniture,Tables,23436.71,2,-11717.94,Consumer,South,"Tennessee, Nashville"
CA-2022-102789,2022-06-24,Desk Organizer Tray,Furniture,Furnishings,13569.67,2,2714.1,Corporate,East,"Pennsylvania, Philadelphia"
CA-2024-106482,2022-06-24,Google Pixel 8,Technology,Phones,66988.47,3,10047.98,Consumer,West,"California, San Francisco"
CA-2022-100617,2022-06-25,3-Ring Binder 2-inch,Office Supplies,Binders,15650.48,9,7042.55,Home Office,Central,"Michigan, Detroit"
CA-2025-101699,2022-06-25,Standard Staples Box,Office Supplies,Fasteners,1682.41,5,395.91,Consumer,South,"Florida, Miami"
CA-2022-103182,2022-06-25,Rubber Bands Asst.,Office Supplies,Fasteners,2825.32,4,529.54,Consumer,South,"Georgia, Atlanta"
CA-2025-104050,2022-06-25,Mechanical Keyboard,Technology,Accessories,10589.97,1,2647.7,Corporate,East,"New York, New York City"
CA-2025-105151,2022-06-25,OnePlus 12,Technology,Phones,81159.06,7,-17390.99,Consumer,South,"Tennessee, Nashville"
CA-2022-106747,2022-06-25,Photo Paper Glossy,Office Supplies,Paper,1728.06,1,247.34,Corporate,West,"Oregon, Portland"
CA-2022-102510,2022-06-26,Microwave Oven Stainless Steel,Office Supplies,Appliances,51437.59,3,1816.04,Home Office,East,"Massachusetts, Boston"
CA-2023-103006,2022-06-26,Drafting Table Adjustable,Furniture,Tables,58259.36,2,-2912.47,Corporate,Central,"Texas, Austin"
CA-2024-103220,2022-06-26,OnePlus 12,Technology,Phones,139653.31,4,7758.01,Corporate,East,"Massachusetts, Boston"
CA-2024-103259,2022-06-26,Brother Monochrome Copier,Technology,Copiers,1013073.93,6,354576.0,Corporate,West,"Washington, Seattle"
CA-2025-105673,2022-06-26,Photo Paper Glossy,Office Supplies,Paper,1623.48,1,231.57,Consumer,East,"Pennsylvania, Philadelphia"
CA-2025-107328,2022-06-26,Clear View Binder,Office Supplies,Binders,3212.1,2,1445.03,Consumer,East,"Massachusetts, Boston"
CA-2025-107607,2022-06-26,Canon ImageClass Copier,Technology,Copiers,518335.0,3,37023.81,Home Office,Central,"Texas, Austin"
CA-2025-107764,2022-06-26,USB-C Hub,Technology,Accessories,7881.68,3,1313.89,Consumer,East,"Pennsylvania, Philadelphia"
CA-2022-107127,2022-06-27,Microwave Oven Stainless Steel,Office Supplies,Appliances,18604.45,1,3349.05,Consumer,Central,"Texas, Austin"
CA-2022-107953,2022-06-27,Wall Clock Brushed Nickel,Furniture,Furnishings,5510.37,1,-0.83,Corporate,East,"Massachusetts, Boston"
CA-2023-100601,2022-06-28,Sketching Colored Pencils,Office Supplies,Art,5414.09,10,1624.31,Consumer,South,"Tennessee, Nashville"
CA-2025-101390,2022-06-28,Zipper Binder Portfolio,Office Supplies,Binders,2066.7,3,929.6,Consumer,East,"Pennsylvania, Philadelphia"
CA-2025-101903,2022-06-28,Fine Tip Fineliners,Office Supplies,Art,3676.9,1,1103.07,Corporate,West,"California, Los Angeles"
CA-2022-102218,2022-06-28,Conference Room Table,Furniture,Tables,15872.92,2,-17460.71,Consumer,South,"Georgia, Atlanta"
CA-2023-105146,2022-06-28,Executive Leather Chair,Furniture,Chairs,67149.49,2,8057.64,Home Office,East,"Massachusetts, Boston"
CA-2022-107985,2022-06-28,Samsung Galaxy S24,Technology,Phones,98809.01,3,14821.31,Corporate,Central,"Texas, Austin"
CA-2024-102708,2022-06-29,Paper Clips Jumbo,Office Supplies,Fasteners,1773.71,2,417.49,Corporate,Central,"Illinois, Chicago"
CA-2025-103314,2022-06-29,Drafting Table Adjustable,Furniture,Tables,37606.47,1,-1880.78,Home Office,South,"Georgia, Atlanta"
CA-2025-100599,2022-06-30,Mesh Task Chair,Furniture,Chairs,14210.43,1,-3654.49,Corporate,East,"Pennsylvania, Philadelphia"
CA-2023-101270,2022-06-30,3D Printer Pro,Technology,Machines,701122.58,6,35055.88,Home Office,Central,"Michigan, Detroit"
CA-2025-103398,2022-06-30,Noise Cancelling Headphones,Technology,Accessories,16114.45,3,4028.82,Consumer,Central,"Michigan, Detroit"
CA-2024-103710,2022-06-30,Keurig Coffee Maker,Office Supplies,Appliances,121169.21,8,21810.74,Consumer,South,"Tennessee, Nashville"
CA-2022-105688,2022-06-30,Standard Staples Box,Office Supplies,Fasteners,6037.42,8,2113.18,Corporate,East,"Massachusetts, Boston"
CA-2025-107084,2022-06-30,iPhone 15 Pro,Technology,Phones,51584.5,2,-11053.11,Home Office,South,"North Carolina, Charlotte"
CA-2024-103798,2022-07-01,Coffee Table Modern,Furniture,Tables,48479.47,3,-24239.32,Home Office,Central,"Illinois, Chicago"
CA-2022-107143,2022-07-01,Catalog Envelopes 100-Count,Office Supplies,Envelopes,2665.96,5,-533.69,Consumer,South,"Tennessee, Nashville"
CA-2023-101088,2022-07-02,Push Pins Assorted,Office Supplies,Fasteners,2338.94,5,167.66,Consumer,Central,"Illinois, Chicago"
CA-2022-101861,2022-07-02,Sketching Colored Pencils,Office Supplies,Art,6815.13,4,2044.29,Consumer,South,"Florida, Miami"
CA-2022-103094,2022-07-02,Desk Organizer Tray,Furniture,Furnishings,1302.27,1,260.62,Consumer,West,"California, Los Angeles"
CA-2022-104108,2022-07-02,Samsung Galaxy S24,Technology,Phones,67847.52,2,-4240.47,Corporate,Central,"Texas, Houston"
CA-2024-104638,2022-07-02,Mechanical Keyboard,Technology,Accessories,8031.91,1,2007.77,Corporate,East,"New York, New York City"
CA-2022-105766,2022-07-02,Canon ImageClass Copier,Technology,Copiers,232652.32,5,16617.43,Corporate,South,"North Carolina, Charlotte"
CA-2024-105831,2022-07-02,Anti-Fatigue Floor Mat,Furniture,Furnishings,26858.8,4,1579.49,Corporate,West,"Oregon, Portland"
CA-2022-107486,2022-07-02,Zipper Binder Portfolio,Office Supplies,Binders,1811.06,1,815.06,Consumer,South,"Florida, Miami"
CA-2025-100403,2022-07-03,Coffee Table Modern,Furniture,Tables,32179.1,1,-7572.09,Consumer,West,"California, Los Angeles"
CA-2023-104916,2022-07-03,Executive Leather Chair,Furniture,Chairs,64917.62,3,1443.37,Consumer,West,"California, Los Angeles"
CA-2023-105210,2022-07-03,Keurig Coffee Maker,Office Supplies,Appliances,31618.02,1,1116.35,Consumer,South,"Tennessee, Nashville"
CA-2022-105962,2022-07-03,Heavy Duty Shelving Unit,Office Supplies,Storage,66988.47,4,10047.98,Consumer,Central,"Illinois, Chicago"
CA-2023-107631,2022-07-03,Heavy Duty D-Ring Binder,Office Supplies,Binders,1780.35,1,800.95,Home Office,West,"California, Los Angeles"
CA-2025-104200,2022-07-04,Leather Laptop Sleeve,Technology,Accessories,29543.02,4,7385.34,Corporate,West,"Oregon, Portland"
CA-2024-105247,2022-07-04,Heavy Duty D-Ring Binder,Office Supplies,Binders,8249.37,5,3208.78,Consumer,South,"Tennessee, Nashville"
CA-2022-107965,2022-07-04,Leather Laptop Sleeve,Technology,Accessories,35440.17,4,5907.11,Home Office,East,"District of Columbia, Washington"
CA-2025-104213,2022-07-05,Noise Cancelling Headphones,Technology,Accessories,3215.42,2,535.35,Corporate,West,"Washington, Seattle"
CA-2022-105163,2022-07-06,Label Printer XL,Technology,Machines,212908.28,2,10645.58,Consumer,East,"Pennsylvania, Philadelphia"
CA-2024-106893,2022-07-06,Noise Cancelling Headphones,Technology,Accessories,20682.77,2,5170.9,Corporate,Central,"Michigan, Detroit"
CA-2025-100008,2022-07-07,Canon ImageClass Copier,Technology,Copiers,513427.21,5,179699.15,Consumer,Central,"Illinois, Chicago"
CA-2025-100114,2022-07-07,Corner Bookshelf White,Furniture,Bookcases,112495.71,3,-2499.96,Home Office,Central,"Michigan, Detroit"
CA-2025-103688,2022-07-07,3-Ring Binder 2-inch,Office Supplies,Binders,2480.04,1,1116.35,Consumer,Central,"Texas, Austin"
CA-2025-103917,2022-07-07,Standing Desk Wood,Furniture,Tables,222578.61,5,-37096.02,Home Office,West,"California, Los Angeles"
CA-2025-104079,2022-07-07,File Filing Cabinet 3-Drawer,Office Supplies,Storage,100671.53,6,15101.02,Home Office,West,"California, Los Angeles"
CA-2023-105328,2022-07-08,Executive Leather Chair,Furniture,Chairs,67559.51,5,8107.44,Home Office,South,"Florida, Miami"
CA-2025-100188,2022-07-09,Under-bed Storage Organizer,Office Supplies,Storage,6101.33,1,915.49,Consumer,South,"Tennessee, Nashville"
CA-2025-102172,2022-07-09,Heavy Duty Shredder,Technology,Machines,132924.5,3,-7383.68,Consumer,West,"California, Los Angeles"
CA-2023-107339,2022-07-09,Executive Leather Chair,Furniture,Chairs,20267.77,2,-715.46,Consumer,East,"District of Columbia, Washington"
CA-2022-107564,2022-07-09,Shipping Labels Laser,Office Supplies,Labels,841.62,1,336.15,Consumer,West,"California, Los Angeles"
CA-2025-100127,2022-07-10,Recycled Printer Paper,Office Supplies,Paper,2407.83,7,601.75,Consumer,East,"Pennsylvania, Philadelphia"
CA-2025-100237,2022-07-10,Mesh Task Chair,Furniture,Chairs,76716.9,5,-7670.86,Home Office,Central,"Texas, Houston"
CA-2023-102627,2022-07-10,Catalog Envelopes 100-Count,Office Supplies,Envelopes,611.71,1,87.15,Consumer,South,"Tennessee, Nashville"
CA-2023-103809,2022-07-10,Desk Organizer Tray,Furniture,Furnishings,12230.88,2,1358.71,Consumer,West,"California, Los Angeles"
CA-2022-100727,2022-07-11,Rubber Bands Asst.,Office Supplies,Fasteners,719.61,3,51.46,Consumer,East,"New York, New York City"
CA-2023-100774,2022-07-11,Premium Copy Paper Letter,Office Supplies,Paper,2165.47,5,309.59,Corporate,West,"Washington, Seattle"
CA-2025-101171,2022-07-11,3-Ring Binder 2-inch,Office Supplies,Binders,5370.1,4,2416.96,Consumer,West,"Washington, Seattle"
CA-2025-107209,2022-07-11,Colored Cardstock,Office Supplies,Paper,10072.88,4,3358.18,Home Office,South,"Georgia, Atlanta"
CA-2023-102804,2022-07-12,Push Pins Assorted,Office Supplies,Fasteners,2924.92,3,548.63,Home Office,South,"North Carolina, Charlotte"
CA-2025-106026,2022-07-12,Conference Room Table,Furniture,Tables,60507.83,2,-30254.33,Home Office,South,"North Carolina, Charlotte"
CA-2025-106472,2022-07-12,Coffee Table Modern,Furniture,Tables,171969.36,4,-85983.85,Corporate,West,"Oregon, Portland"
CA-2024-101867,2022-07-13,Catalog Envelopes 100-Count,Office Supplies,Envelopes,7581.22,5,3031.99,Corporate,South,"Florida, Miami"
CA-2022-103022,2022-07-13,Bubble Mailers Padded,Office Supplies,Envelopes,3734.17,2,1245.0,Corporate,South,"Tennessee, Nashville"
CA-2023-105662,2022-07-13,Zipper Binder Portfolio,Office Supplies,Binders,2384.59,4,927.94,Consumer,East,"New York, New York City"
CA-2024-105783,2022-07-13,Heavy Duty D-Ring Binder,Office Supplies,Binders,595.94,1,127.82,Corporate,East,"Pennsylvania, Philadelphia"
CA-2025-105918,2022-07-13,5-Shelf Oak Bookcase,Furniture,Bookcases,24751.43,1,-20791.5,Consumer,South,"Tennessee, Nashville"
CA-2022-106857,2022-07-13,Folding Chair 4-Pack,Furniture,Chairs,51247.52,2,-1808.57,Home Office,East,"District of Columbia, Washington"
CA-2023-107941,2022-07-14,File Folder Labels,Office Supplies,Labels,3535.8,6,-707.99,Corporate,South,"North Carolina, Charlotte"
CA-2022-100219,2022-07-15,Scanner & Document Digitizer,Technology,Machines,63861.03,3,-22807.57,Corporate,West,"Washington, Seattle"
CA-2025-100760,2022-07-15,Label Printer XL,Technology,Machines,155266.44,3,-29112.25,Consumer,South,"Florida, Miami"
CA-2025-103984,2022-07-15,OnePlus 12,Technology,Phones,160881.39,6,-34474.88,Corporate,West,"Oregon, Portland"
CA-2025-102710,2022-07-16,Google Pixel 8,Technology,Phones,393699.71,9,59055.33,Corporate,Central,"Texas, Houston"
CA-2025-103600,2022-07-16,File Filing Cabinet 3-Drawer,Office Supplies,Storage,53510.1,4,2973.06,Home Office,West,"California, San Francisco"
CA-2025-104122,2022-07-16,Heavy Duty Shelving Unit,Office Supplies,Storage,26731.81,6,4009.73,Consumer,Central,"Texas, Austin"
CA-2022-106415,2022-07-16,Mechanical Keyboard,Technology,Accessories,17867.41,2,4467.06,Home Office,West,"Washington, Seattle"
CA-2024-106491,2022-07-16,Ergonomic Office Chair,Furniture,Chairs,44322.83,2,-1564.55,Consumer,West,"California, San Francisco"
CA-2023-101296,2022-07-17,Bubble Mailers Padded,Office Supplies,Envelopes,1778.69,3,711.31,Corporate,East,"New York, New York City"
CA-2023-103612,2022-07-17,Under-bed Storage Organizer,Office Supplies,Storage,22035.67,2,3305.06,Consumer,West,"Washington, Seattle"
CA-2024-105816,2022-07-17,Corner Bookshelf White,Furniture,Bookcases,39635.82,2,-881.46,Corporate,West,"California, San Francisco"
CA-2022-107961,2022-07-18,Recycled Printer Paper,Office Supplies,Paper,5663.92,2,2265.07,Consumer,West,"Oregon, Portland"
CA-2024-107984,2022-07-18,3-Shelf Walnut Bookcase,Furniture,Bookcases,189589.43,4,15167.42,Consumer,Central,"Michigan, Detroit"
CA-2023-100195,2022-07-19,Air Purifier HEPA,Office Supplies,Appliances,207062.59,10,37271.15,Home Office,Central,"Michigan, Detroit"
CA-2025-101824,2022-07-20,3-Shelf Walnut Bookcase,Furniture,Bookcases,45779.48,1,3662.79,Consumer,Central,"Michigan, Detroit"
CA-2024-102999,2022-07-21,Air Purifier HEPA,Office Supplies,Appliances,23860.84,2,4295.25,Consumer,Central,"Illinois, Chicago"
CA-2025-107017,2022-07-21,Security Tint Self-Seal Envelopes,Office Supplies,Envelopes,4088.58,3,1202.67,Consumer,East,"Pennsylvania, Philadelphia"
CA-2022-102003,2022-07-22,5-Shelf Oak Bookcase,Furniture,Bookcases,248269.6,7,-5517.01,Corporate,East,"District of Columbia, Washington"
CA-2022-102078,2022-07-22,Executive Leather Chair,Furniture,Chairs,21242.19,2,2548.93,Corporate,East,"Massachusetts, Boston"
CA-2025-103196,2022-07-22,Noise Cancelling Headphones,Technology,Accessories,26555.02,3,6639.17,Home Office,West,"Washington, Seattle"
CA-2025-103718,2022-07-22,OnePlus 12,Technology,Phones,421341.2,6,63201.18,Consumer,Central,"Texas, Houston"
CA-2024-101978,2022-07-23,Google Pixel 8,Technology,Phones,192549.21,3,28882.34,Consumer,East,"District of Columbia, Washington"
CA-2024-103543,2022-07-23,Compact Office Refrigerator,Office Supplies,Appliances,101441.77,7,18259.17,Consumer,East,"District of Columbia, Washington"
CA-2022-105060,2022-07-23,Drafting Table Adjustable,Furniture,Tables,72133.64,2,-12021.72,Corporate,East,"New York, New York City"
CA-2022-105086,2022-07-23,Bubble Mailers Padded,Office Supplies,Envelopes,4317.66,7,1727.23,Consumer,Central,"Texas, Austin"
CA-2024-107629,2022-07-23,Clear View Binder,Office Supplies,Binders,4366.63,6,1964.61,Consumer,East,"New York, New York City"
CA-2023-100786,2022-07-24,Label Printer XL,Technology,Machines,226479.61,2,11323.69,Corporate,East,"Pennsylvania, Philadelphia"
CA-2024-101401,2022-07-24,Brother Monochrome Copier,Technology,Copiers,854411.13,5,61029.9,Home Office,East,"District of Columbia, Washington"
CA-2022-106357,2022-07-24,Air Purifier HEPA,Office Supplies,Appliances,215749.37,6,38834.87,Consumer,East,"New York, New York City"
CA-2023-106570,2022-07-24,LED Desk Lamp,Furniture,Furnishings,26782.44,10,0.0,Home Office,Central,"Illinois, Chicago"
CA-2022-107052,2022-07-24,Rubber Bands Asst.,Office Supplies,Fasteners,684.75,1,239.87,Home Office,East,"Massachusetts, Boston"
CA-2023-107350,2022-07-24,File Folder Labels,Office Supplies,Labels,1199.35,4,300.46,Consumer,West,"Oregon, Portland"
CA-2022-102661,2022-07-25,Push Pins Assorted,Office Supplies,Fasteners,1576.17,4,551.95,Corporate,Central,"Texas, Austin"
CA-2022-104254,2022-07-25,Acrylic Paint Set,Office Supplies,Art,5535.27,5,1660.83,Consumer,South,"North Carolina, Charlotte"
CA-2022-105634,2022-07-25,Drafting Table Adjustable,Furniture,Tables,73456.66,4,-3672.75,Consumer,South,"North Carolina, Charlotte"
CA-2023-106046,2022-07-25,Plastic Storage Bins 6-Pack,Office Supplies,Storage,74613.68,5,4145.85,Corporate,South,"Florida, Miami"
CA-2022-106350,2022-07-25,Address Labels Roll,Office Supplies,Labels,2427.75,2,971.1,Consumer,East,"District of Columbia, Washington"
CA-2024-106464,2022-07-25,Corner Bookshelf White,Furniture,Bookcases,29063.28,2,-4359.16,Consumer,South,"Florida, Miami"
CA-2022-103035,2022-07-26,Drafting Table Adjustable,Furniture,Tables,117428.4,2,-5871.42,Home Office,South,"Georgia, Atlanta"
CA-2022-101901,2022-07-27,Mechanical Keyboard,Technology,Accessories,8122.38,4,2031.01,Consumer,West,"Washington, Seattle"
CA-2023-103532,2022-07-27,Leather Laptop Sleeve,Technology,Accessories,54003.12,5,13500.78,Home Office,Central,"Illinois, Chicago"
CA-2023-104874,2022-07-27,3-Shelf Walnut Bookcase,Furniture,Bookcases,40378.67,2,-3324.98,Corporate,South,"Florida, Miami"
CA-2022-106948,2022-07-27,Anti-Fatigue Floor Mat,Furniture,Furnishings,51123.85,6,5679.69,Consumer,Central,"Michigan, Detroit"
CA-2022-101029,2022-07-28,Noise Cancelling Headphones,Technology,Accessories,11318.71,2,-807.59,Consumer,East,"District of Columbia, Washington"
CA-2025-103894,2022-07-28,Google Pixel 8,Technology,Phones,66155.98,1,9923.48,Corporate,West,"California, Los Angeles"
CA-2025-104086,2022-07-28,Label Printer XL,Technology,Machines,77857.32,4,3892.7,Home Office,Central,"Texas, Houston"
CA-2024-100675,2022-07-29,Google Pixel 8,Technology,Phones,212282.46,7,31842.95,Consumer,East,"District of Columbia, Washington"
CA-2023-102255,2022-07-29,Corner Bookshelf White,Furniture,Bookcases,30129.83,1,-4519.35,Home Office,Central,"Texas, Austin"
CA-2022-102046,2022-07-30,Fine Tip Fineliners,Office Supplies,Art,1583.64,2,351.92,Consumer,Central,"Illinois, Chicago"
CA-2022-103420,2022-07-30,Standard Staples Box,Office Supplies,Fasteners,545.31,2,190.9,Corporate,South,"Georgia, Atlanta"
CA-2022-105691,2022-07-30,Conference Room Table,Furniture,Tables,30580.52,1,-7195.27,Consumer,South,"North Carolina, Charlotte"
CA-2023-107219,2022-07-31,Compact Office Refrigerator,Office Supplies,Appliances,48722.66,4,-31182.27,Consumer,West,"California, San Francisco"
CA-2025-102474,2022-08-01,Standing Desk Wood,Furniture,Tables,141939.96,5,-7097.33,Consumer,Central,"Texas, Austin"
CA-2023-105848,2022-08-01,Noise Cancelling Headphones,Technology,Accessories,5857.31,3,1464.12,Consumer,West,"California, San Francisco"
CA-2025-106395,2022-08-01,Fine Tip Fineliners,Office Supplies,Art,3546.59,2,787.67,Home Office,South,"North Carolina, Charlotte"
CA-2024-101654,2022-08-02,Anti-Fatigue Floor Mat,Furniture,Furnishings,8163.05,4,-4897.83,Corporate,East,"District of Columbia, Washington"
CA-2023-103125,2022-08-02,Address Labels Roll,Office Supplies,Labels,2243.49,2,897.23,Consumer,East,"New York, New York City"
CA-2025-103349,2022-08-02,Scanner & Document Digitizer,Technology,Machines,174488.41,5,-157039.32,Consumer,South,"Florida, Miami"
CA-2025-104967,2022-08-02,Fine Tip Fineliners,Office Supplies,Art,7988.75,3,-0.0,Consumer,East,"Massachusetts, Boston"
CA-2022-100914,2022-08-03,Microwave Oven Stainless Steel,Office Supplies,Appliances,14116.64,1,1254.96,Corporate,West,"Washington, Seattle"
CA-2024-102299,2022-08-03,Leather Laptop Sleeve,Technology,Accessories,48516.82,6,12129.62,Corporate,Central,"Michigan, Detroit"
CA-2024-103540,2022-08-03,Recycled Printer Paper,Office Supplies,Paper,1186.07,3,395.08,Corporate,East,"District of Columbia, Washington"
CA-2025-105457,2022-08-03,Conference Room Table,Furniture,Tables,216452.38,9,-67640.85,Corporate,South,"Georgia, Atlanta"
CA-2025-106385,2022-08-03,Metal Frame Bookshelf,Furniture,Bookcases,130871.91,3,10469.62,Corporate,East,"Pennsylvania, Philadelphia"
CA-2023-106448,2022-08-03,Metal Frame Bookshelf,Furniture,Bookcases,74814.54,2,-1661.66,Consumer,East,"District of Columbia, Washington"
CA-2022-100512,2022-08-04,Photo Paper Glossy,Office Supplies,Paper,1814.38,1,258.96,Consumer,Central,"Texas, Austin"
CA-2022-102294,2022-08-04,iPhone 15 Pro,Technology,Phones,130642.83,4,19596.3,Consumer,South,"North Carolina, Charlotte"
CA-2023-104054,2022-08-04,USB-C Hub,Technology,Accessories,1359.54,1,160.19,Consumer,East,"New York, New York City"
CA-2022-104984,2022-08-04,Microwave Oven Stainless Steel,Office Supplies,Appliances,5933.67,1,209.16,Consumer,East,"New York, New York City"
CA-2025-105059,2022-08-04,Brother Monochrome Copier,Technology,Copiers,183288.07,2,64150.7,Corporate,East,"New York, New York City"
CA-2025-105427,2022-08-04,File Folder Labels,Office Supplies,Labels,2536.48,2,845.77,Corporate,Central,"Illinois, Chicago"
CA-2024-105544,2022-08-04,Metal Frame Bookshelf,Furniture,Bookcases,156442.55,5,-49167.54,Home Office,South,"Florida, Miami"
CA-2023-106146,2022-08-04,Drafting Table Adjustable,Furniture,Tables,19280.07,1,-4535.95,Consumer,East,"Massachusetts, Boston"
CA-2024-101291,2022-08-05,LED Desk Lamp,Furniture,Furnishings,23143.72,5,4628.91,Consumer,Central,"Illinois, Chicago"
CA-2024-101380,2022-08-05,Premium Copy Paper Letter,Office Supplies,Paper,5911.26,2,2364.67,Consumer,Central,"Illinois, Chicago"
CA-2022-101757,2022-08-05,HP LaserJet Pro Copier,Technology,Copiers,216610.91,1,75813.86,Consumer,East,"Massachusetts, Boston"
CA-2023-101884,2022-08-05,Clear View Binder,Office Supplies,Binders,2850.22,5,890.59,Consumer,East,"Pennsylvania, Philadelphia"
CA-2025-102857,2022-08-05,Sketching Colored Pencils,Office Supplies,Art,379.31,1,113.71,Consumer,Central,"Michigan, Detroit"
CA-2023-106739,2022-08-05,iPhone 15 Pro,Technology,Phones,181794.9,3,27269.65,Consumer,East,"District of Columbia, Washington"
CA-2024-103233,2022-08-06,Desk Organizer Tray,Furniture,Furnishings,7505.69,1,440.73,Corporate,South,"Florida, Miami"
CA-2023-103621,2022-08-06,Noise Cancelling Headphones,Technology,Accessories,84159.51,8,21040.5,Home Office,East,"Massachusetts, Boston"
CA-2022-102162,2022-08-07,USB-C Hub,Technology,Accessories,71286.21,8,17821.76,Home Office,Central,"Texas, Houston"
CA-2024-102772,2022-08-07,Noise Cancelling Headphones,Technology,Accessories,63573.85,6,10594.95,Consumer,South,"Florida, Miami"
CA-2022-105452,2022-08-07,Noise Cancelling Headphones,Technology,Accessories,11397.56,3,2849.39,Consumer,West,"Washington, Seattle"
CA-2022-107255,2022-08-07,Mechanical Keyboard,Technology,Accessories,6107.97,1,1527.2,Consumer,East,"New York, New York City"
CA-2022-107298,2022-08-07,Standard Staples Box,Office Supplies,Fasteners,5646.49,8,403.38,Consumer,Central,"Texas, Houston"
CA-2025-102472,2022-08-08,LED Desk Lamp,Furniture,Furnishings,13606.19,3,-1943.86,Consumer,South,"Georgia, Atlanta"
CA-2023-102432,2022-08-09,3-Shelf Walnut Bookcase,Furniture,Bookcases,89179.35,3,7133.85,Corporate,West,"Washington, Seattle"
